id, a9, reg, prov, mun, brgy,a1,a2,a3,a4,a5,b1,b3,b6,b7,b8,b9,b10,b11,b12,c1,c2,c4,c6,c7,c8,c9,c10,e1,e3,d1,d2,d12,d13,d14,d15,d7,d8,d9,d10
1407,2,6,9,61,79,1,13,0,1,4,10,2,1,3,1,2,1,3,4,1,2,3,5,5,5,5,4,4,2,0,3,1,10,5,0,6,1,2,2
1408,unknown,6,9,unknown,unknown,2,15,1,1,4,13,2,1,4,2,1,1,3,8,1,3,2,3,4,4,3,1,3,2,1,3,1,13,3,1,10,1,2,2
1409,2,6,9,61,79,2,16,1,1,5,12,2,1,2,,1,1,3,9,2,1,3,4,5,5,,1,4,1,0,4,4,12,1,,9,1,2,2
1410,unknown,6,9,unknown,unknown,1,16,1,1,5,9,3,5,1,,2,1,11,11,1,3,4,2,2,2,,5,3,2,1,1,1,9,2,,7,2,2,3
1411,unknown,6,9,unknown,unknown,2,9,1,1,3,8,2,1,2,,1,0,2,3,2,2,2,4,2,2,1,1,2,,0,1,3,8,1,0,9,1,2,3
1412,unknown,6,9,unknown,unknown,1,9,1,1,3,7,2,6,1,,1,0,3,7,1,4,4,1,1,1,1,1,1,1,99,99,99,99,99,1,99,1,99,99
1414,unknown,6,9,unknown,unknown,2,14,1,1,4,13,2,2,4,2,1,1,3,4,2,2,2,3,3,1,1,1,4,2,0,2,1,13,2,1,13,1,2,3
1415,1,6,9,62,80,1,11,0,1,1,10,2,1,2,,1,1,2,2,2,3,2,4,4,,1,4,3,1,99,,,,,1,,,,
1416,unknown,6,9,unknown,unknown,2,13,1,1,4,12,2,1,1,,1,1,4,4,1,5,2,2,2,,,2,3,1,0,,,,,,,,,
1417,unknown,6,9,unknown,unknown,2,16,1,1,5,14,4,1,1,,1,1,6,6,2,3,3,4,3,1,,2,3,2,0,1,2,14,1,,7,2,2,3
1419,unknown,6,9,unknown,unknown,1,15,0,1,4,13,2,1,1,,1,1,4,9,1,1,2,1,2,2,2,1,1,1,0,3,1,13,1,0,4,2,2,3
1420,unknown,6,9,unknown,unknown,1,17,1,1,4,7,3,1,1,,1,1,5,7,1,3,2,1,1,1,,1,3,,0,3,1,7,2,,15,1,2,3
1423,unknown,6,9,unknown,unknown,1,15,1,1,4,14,2,4,4,2,3,0,2,3,1,3,3,2,1,1,,1,3,1,0,3,1,14,1,,5,1,2,1
1424,unknown,6,9,unknown,unknown,2,17,1,1,5,16,2,4,2,,1,0,3,3,1,3,3,2,2,1,,1,3,1,0,3,4,16,1,,2,2,2,3
1425,unknown,6,9,unknown,unknown,2,13,1,1,4,9,1,1,2,,1,1,2,2,1,1,1,1,1,1,1,1,1,,0,1,3,9,1,1,99,1,2,2
1426,unknown,6,9,unknown,unknown,2,13,0,1,4,13,2,3,3,2,1,1,1,1,2,2,2,5,3,3,,1,3,1,0,1,3,13,1,,2,1,1,3
1427,unknown,6,9,unknown,unknown,1,14,1,1,4,12,2,2,1,,1,1,3,6,2,2,2,2,2,2,,1,3,1,0,1,1,12,1,,2,2,2,3
1428,unknown,6,9,unknown,unknown,2,17,1,1,5,14,2,2,2,,1,1,1,3,3,2,2,2,1,2,,1,2,1,0,1,3,14,5,,1,1,1,5
1429,unknown,6,9,unknown,unknown,1,14,1,1,4,13,1,1,1,,1,1,1,3,3,3,3,99,99,99,99,1,2,1,0,1,3,13,1,99,99,3,2,99
1430,unknown,6,9,unknown,unknown,1,16,1,1,5,14,2,1,2,,1,0,12,1,2,2,2,2,1,,,2,2,1,0,,,,,,,,,
1431,3,7,10,65,85,1,11,1,1,99,5,2,2,2,,1,1,2,4,1,3,4,2,2,5,2,1,3,2,0,2,1,5,1,1,3,3,1,4
1432,3,7,10,65,85,2,10,1,1,3,8,3,1,1,,1,0,1,1,2,1,1,1,1,,1,1,1,,99,,,,,99,,,,
1433,unknown,7,10,unknown,unknown,2,11,0,1,3,1,2,7,2,,2,1,1,1,1,2,2,99,99,99,99,99,99,99,0,1,99,99,99,99,99,99,99,99
1434,3,7,10,65,85,1,12,1,1,4,10,3,2,2,,99,1,1,4,2,4,4,2,1,2,5,2,1,99,99,99,99,99,99,99,99,99,99,99
1435,unknown,7,10,unknown,unknown,2,13,1,1,4,99,3,4,99,,2,0,5,9,2,3,1,1,1,6,1,1,99,99,99,99,99,99,99,99,99,99,99,99
1437,2,7,10,65,85,2,10,1,1,3,7,2,4,2,,3,0,12,12,5,1,7,99,99,2,8,2,5,2,0,1,3,9,2,0,16,4,3,7
1438,unknown,7,10,unknown,unknown,2,16,0,0,5,7,3,2,5,2,1,1,9,10,2,2,2,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,99,99
1440,unknown,7,10,unknown,unknown,1,16,1,0,5,9,3,5,2,,99,1,3,4,2,4,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1443,unknown,7,10,unknown,unknown,2,15,1,1,4,14,2,4,4,1,1,1,5,1,2,2,1,1,2,,,3,99,99,99,,,,,,,,,
1449,unknown,7,10,unknown,unknown,1,10,1,1,3,8,2,3,1,,1,0,2,3,1,2,5,1,1,,1,1,1,,0,,,,,0,,,,
1451,unknown,7,10,unknown,unknown,1,16,99,1,99,9,3,5,1,,3,0,10,9,2,2,3,4,4,4,4,4,3,2,0,2,1,9,99,1,99,99,2,3
1452,unknown,7,10,unknown,unknown,2,15,99,1,4,10,3,99,99,,99,99,99,8,1,3,4,5,6,5,5,4,4,99,99,99,99,99,99,0,99,1,99,99
1453,unknown,7,10,unknown,unknown,1,14,99,1,99,9,2,2,4,1,1,1,2,3,1,4,3,2,2,1,2,3,3,1,0,2,4,13,1,0,4,2,1,2
1454,unknown,7,10,unknown,unknown,2,13,1,1,4,11,2,1,1,,1,1,1,4,2,3,99,2,2,2,2,2,3,1,1,3,99,99,5,0,6,1,2,1
1455,unknown,7,10,unknown,unknown,2,10,0,1,3,1,2,1,2,,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1457,unknown,7,10,unknown,unknown,1,15,99,1,5,11,3,6,1,,1,1,1,3,2,3,99,1,1,1,1,1,2,99,99,99,99,99,99,99,99,99,99,99
1458,3,7,10,67,87,1,9,1,1,3,9,3,1,1,,1,0,1,1,1,3,7,1,1,,1,1,1,,0,,,,,0,,,,
1459,3,7,10,67,87,2,10,0,1,3,9,1,1,1,,1,1,1,1,3,1,1,1,1,,,1,5,,0,,,,,,,,,
1462,unknown,7,10,unknown,unknown,2,16,1,1,4,12,2,5,5,1,1,1,2,1,2,2,4,7,7,1,1,3,99,99,99,99,99,99,99,99,99,99,99,99
1464,unknown,7,10,unknown,unknown,1,12,1,1,4,7,4,3,5,2,1,1,2,2,2,4,3,5,5,,2,2,4,1,99,,,,,99,,,,
1465,unknown,7,10,unknown,unknown,2,14,1,1,4,11,2,3,99,,1,1,2,2,2,2,3,1,1,,,3,3,2,0,,,,,,,,,
1466,unknown,7,10,unknown,unknown,1,12,1,1,3,12,2,2,1,,2,0,2,1,2,4,2,1,2,,2,2,1,1,0,,,,,0,,,,
1467,unknown,7,10,unknown,unknown,1,11,1,1,3,11,2,99,5,1,2,0,1,1,2,4,2,1,99,,6,1,2,1,0,,,,,1,,,,
1468,unknown,7,10,unknown,unknown,1,11,99,1,3,9,3,2,99,,2,0,1,4,1,4,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1469,unknown,7,10,unknown,unknown,2,11,99,99,3,10,3,2,2,,1,1,2,3,3,2,1,99,99,99,99,99,2,99,0,99,99,99,99,99,99,99,99,99
1471,unknown,7,10,unknown,unknown,1,10,99,1,3,9,2,2,6,1,99,1,2,12,3,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1472,unknown,7,10,unknown,unknown,2,11,99,1,99,9,2,99,99,,1,1,3,12,3,99,2,2,1,99,1,3,2,1,0,1,3,5,5,1,99,99,1,3
1479,unknown,7,10,unknown,unknown,2,17,99,1,5,14,2,4,4,2,1,1,3,4,2,3,5,2,2,2,4,2,2,99,99,99,99,99,99,99,99,99,99,99
1480,unknown,7,10,unknown,unknown,1,16,1,1,4,8,4,4,99,,1,1,6,6,1,3,3,99,4,99,99,99,3,1,0,1,99,10,5,0,9,1,2,99
1481,unknown,7,10,unknown,unknown,1,11,1,1,3,10,1,1,2,,1,0,2,2,3,1,1,2,99,,99,99,99,99,99,,,,,99,,,,
1482,unknown,7,10,unknown,unknown,1,17,1,1,4,12,3,1,1,,2,1,4,3,1,2,1,99,99,,99,1,99,,99,,,,,99,,,,
1487,unknown,7,10,unknown,unknown,2,13,1,1,4,11,2,1,1,,1,1,1,1,2,3,2,4,2,1,,2,3,1,0,2,3,12,5,,7,1,2,1
1489,unknown,7,10,unknown,unknown,1,15,1,1,99,10,2,2,2,,1,1,12,12,2,1,2,1,2,,,1,1,2,99,,,,,,,,,
1490,unknown,7,10,unknown,unknown,2,15,0,1,4,12,2,2,1,,1,0,1,2,2,4,2,8,8,8,8,1,2,2,0,2,3,12,1,0,2,4,2,6
1491,unknown,7,10,unknown,unknown,2,17,0,1,5,13,3,5,2,,1,1,4,4,1,3,4,2,2,1,1,5,4,2,0,2,1,13,1,0,9,1,2,3
1493,unknown,7,10,unknown,unknown,2,15,1,1,4,14,2,2,4,2,1,0,3,3,2,3,2,2,2,2,,2,4,3,0,2,4,14,5,,7,1,2,3
1494,unknown,7,10,unknown,unknown,1,12,1,1,4,12,2,1,1,,1,0,1,1,1,4,2,2,1,,,1,1,,0,,,,,,,,,
1495,unknown,7,10,unknown,unknown,1,12,99,1,3,7,3,99,2,,1,0,3,3,2,99,2,2,2,1,99,1,1,1,0,99,99,99,99,0,99,99,1,99
1496,unknown,7,10,unknown,unknown,2,14,1,1,4,12,2,4,99,,99,0,3,99,2,99,99,2,99,99,99,99,99,99,0,99,2,12,5,99,3,1,99,99
1497,unknown,7,10,unknown,unknown,1,11,1,1,3,7,4,4,4,2,1,0,4,4,2,2,3,2,2,2,2,2,99,99,0,2,4,99,99,99,99,99,99,99
1499,unknown,7,10,unknown,unknown,2,10,1,1,3,99,3,2,1,,1,0,99,99,2,99,1,1,1,,,99,99,,99,,,,,,,,,
1500,unknown,7,10,unknown,unknown,1,11,0,1,3,11,3,4,2,,2,0,2,8,2,4,99,2,99,8,5,3,3,99,99,99,99,99,99,99,99,99,99,99
1501,3,7,10,63,82,2,15,,1,4,10,2,5,5,2,1,0,7,1,1,5,2,1,1,2,,5,2,1,99,99,99,99,99,,99,99,99,99
1503,3,7,10,63,82,2,15,99,0,4,12,1,99,99,,1,1,1,1,1,2,2,2,1,3,4,2,3,1,0,2,1,12,1,0,14,1,99,1
1504,3,7,10,63,82,2,13,1,1,4,12,2,1,1,,1,0,3,1,2,3,2,4,1,1,,2,3,,0,1,3,12,1,,8,1,1,7
1505,3,7,10,63,82,1,14,1,1,4,10,2,2,4,1,1,0,5,4,2,3,2,2,2,,2,2,3,2,0,,,,,0,,,,
1508,3,7,10,63,82,1,10,0,1,3,10,2,2,99,,2,99,99,99,2,99,99,99,99,99,2,99,99,99,0,99,99,99,99,99,99,99,99,99
1509,3,7,10,63,82,2,10,1,1,3,10,2,1,1,,1,0,99,1,2,4,1,1,1,,1,1,1,,0,,,,,0,,,,
1511,2,7,10,63,83,2,16,1,1,5,12,2,4,2,,1,0,3,2,2,3,3,4,4,1,1,4,3,1,1,1,1,12,2,99,7,3,2,3
1512,1,7,10,63,83,2,15,0,1,4,10,4,2,1,,1,1,5,9,1,3,4,5,5,5,,3,4,2,0,4,1,10,5,,4,1,2,2
1518,2,7,10,63,83,1,11,1,1,3,11,1,5,2,,1,0,1,1,3,2,1,2,1,,,1,1,,0,,,,,,,,,
1520,2,7,10,63,83,1,10,1,1,3,10,4,4,4,1,2,1,11,11,2,4,3,4,4,4,4,4,4,2,0,4,1,9,1,0,5,2,2,2
1521,unknown,8,11,unknown,unknown,2,11,1,1,4,11,2,2,2,,1,0,3,2,1,3,2,2,2,2,,2,3,1,0,1,3,10,1,,1,1,1,3
1522,unknown,8,11,unknown,unknown,2,14,1,1,4,13,3,4,2,,2,1,3,2,1,3,3,2,2,,,3,3,2,0,,,,,,,,,
1523,unknown,8,11,unknown,unknown,2,14,1,0,4,99,1,2,99,,2,1,2,2,1,2,2,1,1,,1,1,3,2,0,,,,,0,,,,
1525,2,8,11,70,91,2,17,1,1,5,16,2,3,1,,1,1,2,3,2,2,3,1,3,3,3,3,3,,0,2,2,16,1,0,7,1,2,3
1526,2,8,11,70,91,2,16,1,1,5,12,3,6,5,2,1,1,4,6,2,3,3,1,2,2,,3,3,1,1,2,1,12,5,,5,2,2,3
1527,2,8,11,70,91,2,17,1,1,5,15,2,2,2,,2,1,3,12,2,2,2,99,1,,,1,3,1,0,,,,,,,,,
1528,unknown,8,11,unknown,unknown,2,16,1,1,5,15,2,2,1,,1,1,1,12,2,2,1,1,1,1,,1,3,1,0,1,4,15,2,,5,1,2,3
1529,unknown,8,11,unknown,unknown,2,16,0,1,5,15,4,4,5,2,1,1,3,2,1,2,5,1,1,,,4,3,1,0,,,,,,,,,
1530,2,8,11,70,91,1,17,0,0,5,16,2,2,2,,1,0,1,1,2,2,2,1,1,,,8,5,1,0,,,,,,,,,
1531,unknown,8,11,unknown,unknown,1,11,1,1,3,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1532,unknown,8,11,unknown,unknown,2,14,0,1,4,12,2,2,2,,1,0,2,2,2,1,2,1,1,1,,1,2,1,0,1,1,12,0,,1,2,2,2
1533,unknown,8,11,unknown,unknown,2,14,99,1,4,12,2,2,2,,1,1,1,1,2,2,2,1,1,2,,6,3,2,0,1,1,13,3,,6,1,2,1
1534,unknown,8,11,unknown,unknown,2,15,1,1,4,1,2,5,4,2,1,0,12,1,2,2,4,1,5,,,2,3,3,0,,,,,,,,,
1535,unknown,8,11,unknown,unknown,2,16,1,1,5,15,2,2,2,,1,1,1,1,2,2,2,1,1,1,,2,3,1,0,1,1,15,1,,7,1,2,3
1537,2,8,11,70,92,1,15,0,1,4,14,3,4,4,2,2,1,1,4,2,2,3,1,7,6,4,5,2,2,0,2,1,14,2,0,2,2,1,2
1538,2,8,11,70,92,1,16,1,1,4,15,3,2,6,2,1,1,1,3,2,3,7,2,5,1,5,2,3,1,0,5,1,12,1,0,4,1,2,3
1539,2,8,11,70,92,1,17,1,1,5,15,2,3,3,3,3,1,4,6,1,4,3,1,2,2,1,4,4,3,0,3,1,15,3,99,9,4,2,1
1540,unknown,8,11,unknown,unknown,2,13,1,1,4,13,3,4,8,,1,0,12,1,2,2,2,2,2,2,8,2,2,2,0,2,4,13,1,0,2,1,2,1
1543,2,8,11,71,93,2,15,1,1,3,13,2,3,4,1,1,0,1,12,2,2,1,6,4,2,,2,3,1,0,1,1,13,5,,99,1,2,1
1545,2,8,11,71,93,2,17,1,1,4,15,2,5,2,,1,1,12,1,2,2,2,2,2,2,,2,3,1,0,2,1,15,1,,10,2,2,3
1546,2,8,11,71,93,2,17,1,1,5,14,4,6,6,2,1,1,12,1,2,2,2,1,2,1,,2,3,2,0,5,3,14,1,,7,1,2,2
1547,2,8,11,71,93,2,15,1,1,4,1,2,1,1,,1,0,12,12,1,4,2,1,4,4,2,3,3,,0,3,3,14,5,0,16,1,2,1
1548,2,8,11,71,93,2,17,0,99,4,11,3,2,1,,1,0,3,3,2,2,2,2,2,2,2,2,3,1,0,1,1,99,1,99,99,99,2,1
1549,2,8,11,71,93,1,15,1,1,4,14,2,2,2,,1,1,2,2,2,2,2,1,2,,2,2,3,1,1,,,,,0,,,,
1550,2,8,11,71,93,1,17,1,0,3,1,3,5,5,1,1,0,5,4,1,3,2,8,8,8,,8,1,3,99,99,99,99,99,,99,99,99,7
1551,unknown,8,11,unknown,unknown,2,10,1,1,3,9,2,2,3,1,1,1,12,1,3,1,1,1,1,,1,1,1,1,0,,,,,0,,,,
1552,unknown,8,11,unknown,unknown,2,11,1,1,4,10,3,4,2,,1,0,7,9,2,2,2,1,1,2,2,2,1,2,0,99,4,10,2,1,99,2,2,99
1553,unknown,8,11,unknown,unknown,2,13,1,1,3,12,3,4,4,1,1,1,7,7,2,2,3,1,1,4,1,4,1,2,0,1,1,12,99,99,99,2,2,3
1554,unknown,8,11,unknown,unknown,2,13,1,1,4,10,2,5,5,2,1,1,1,3,2,2,3,4,2,8,8,8,2,2,0,2,2,10,1,0,7,1,2,1
1555,unknown,8,11,unknown,unknown,1,16,1,1,99,9,3,6,6,1,99,1,6,8,2,2,5,2,2,3,99,3,3,1,0,2,1,1,5,1,2,2,2,4
1556,unknown,8,11,unknown,unknown,2,16,1,1,5,14,3,6,99,,2,1,7,9,2,2,2,3,1,1,,2,3,2,0,2,1,14,5,,12,1,2,1
1557,unknown,8,11,unknown,unknown,2,16,1,1,5,11,2,1,2,,1,1,1,2,2,2,1,1,2,1,,1,2,1,0,1,1,13,2,,6,1,2,3
1558,unknown,8,11,unknown,unknown,2,17,1,0,4,15,3,2,4,2,1,1,3,4,2,3,3,1,2,,,1,3,1,0,,,,,,,,,
1559,unknown,8,11,unknown,unknown,1,16,1,1,4,15,2,3,2,,3,0,3,3,2,2,2,2,8,2,2,3,2,3,0,1,1,15,1,0,16,2,2,3
1561,2,8,11,72,95,1,13,1,1,4,10,2,1,2,,1,1,2,6,2,3,2,1,1,1,1,1,2,,0,2,3,10,2,0,6,1,1,3
1562,2,8,11,72,95,2,13,1,1,4,12,2,2,1,,2,0,12,12,2,3,2,2,2,5,1,1,1,2,1,1,3,12,5,1,5,2,2,1
1563,2,8,11,72,95,1,11,1,1,3,9,3,4,8,,2,1,1,1,2,3,7,6,1,1,1,4,3,2,1,1,99,9,2,1,16,4,2,3
1564,2,8,11,72,95,2,12,1,1,4,9,3,4,2,,1,1,3,12,1,1,5,4,4,5,1,4,3,1,0,1,3,8,1,1,6,1,2,1
1565,2,8,11,72,95,2,14,0,1,4,13,2,4,4,1,2,0,1,3,2,1,3,4,4,4,4,1,1,1,1,1,4,13,1,1,3,2,2,3
1566,2,8,11,72,95,1,14,1,1,4,10,3,2,2,,1,0,1,3,2,2,2,2,2,2,1,3,3,,0,1,1,10,1,0,2,1,1,4
1567,2,8,11,72,95,1,13,1,1,3,13,2,2,2,,1,1,3,4,1,2,2,2,2,2,1,2,2,2,0,2,4,13,5,1,7,3,2,1
1569,2,8,11,72,95,1,17,0,1,4,13,2,6,2,,1,1,5,5,2,5,1,8,1,,1,2,2,1,0,,,,,0,,,,
1570,2,8,11,72,95,1,16,1,1,5,13,2,2,2,,3,1,1,1,1,4,2,2,2,,2,2,3,3,0,,,,,0,,,,
1571,2,8,11,72,96,2,11,0,99,3,99,99,4,4,1,3,0,12,12,2,5,2,1,2,2,1,1,1,1,0,5,3,10,2,0,2,1,2,1
1572,2,8,11,72,96,1,11,1,1,3,8,2,1,1,,1,1,2,1,2,5,7,1,4,1,,4,3,3,0,2,3,8,0,,2,4,1,1
1573,2,8,11,72,96,2,12,1,1,4,12,2,2,2,,1,1,3,3,2,2,2,1,2,,,4,3,1,0,,,,,,,,,
1575,2,8,11,72,96,1,13,99,1,9,10,4,8,8,,3,1,12,6,1,3,3,2,2,2,8,8,3,3,0,5,99,10,99,0,99,99,99,3
1576,2,8,11,72,96,2,15,1,1,4,10,2,2,1,,99,1,3,5,1,2,5,4,4,2,1,5,4,1,0,1,3,11,1,1,7,3,2,2
1577,2,8,11,72,96,2,16,1,1,4,14,3,1,5,1,1,1,5,5,1,3,4,1,5,2,,2,3,1,0,1,1,14,1,,6,1,2,1
1578,2,8,11,72,96,2,16,1,1,5,13,3,2,5,1,1,0,4,6,2,2,4,4,5,3,1,4,3,1,0,2,1,13,1,99,8,2,2,2
1579,2,8,11,72,96,1,15,1,1,4,13,1,1,1,,1,0,1,3,2,4,3,2,1,,1,2,2,1,0,,,,,0,,,,
1580,2,8,11,72,96,1,16,1,1,5,6,3,2,1,,2,1,5,9,1,3,6,5,2,4,1,7,4,2,0,2,1,6,1,0,1,3,2,3
1582,unknown,8,11,unknown,unknown,1,10,1,1,3,10,4,4,4,2,2,1,2,3,2,2,3,5,4,4,,4,4,3,0,1,3,10,2,,4,1,2,3
1583,unknown,8,11,unknown,unknown,2,14,0,1,4,14,2,8,1,,3,0,1,3,2,5,99,4,1,,1,4,2,2,0,,,,,99,,,,
1585,2,8,11,73,97,1,14,1,1,4,10,2,1,2,,1,0,12,3,3,2,2,2,4,4,,2,3,1,0,2,2,10,1,,1,1,2,1
1586,unknown,8,11,unknown,unknown,2,16,1,1,5,10,2,3,2,,1,1,5,6,1,2,3,1,2,,2,1,2,1,0,,,,,1,,,,
1588,unknown,8,11,unknown,unknown,2,17,1,1,4,16,2,2,4,1,1,0,3,3,2,2,2,2,1,,1,2,2,1,0,,,,,99,,,,
1589,unknown,8,11,unknown,unknown,1,16,0,1,5,14,3,7,4,2,1,0,7,9,2,2,2,99,2,7,3,4,2,2,0,2,4,14,5,0,12,2,2,1
1590,2,8,11,73,97,1,17,1,1,5,15,3,2,2,,1,1,3,5,2,2,2,2,1,,,1,2,99,0,,,,,,,,,
1591,unknown,8,11,unknown,unknown,1,12,1,1,3,10,2,1,5,1,1,0,1,3,2,1,2,1,1,,1,2,1,1,99,,,,,1,,,,
1592,2,8,11,73,98,1,12,1,1,3,11,2,3,4,1,1,0,1,1,2,2,1,1,3,2,,1,2,1,0,1,99,11,0,,2,4,2,3
1594,unknown,8,11,unknown,unknown,2,14,1,1,4,13,2,2,1,,1,0,1,7,2,2,2,1,2,2,,1,3,1,0,1,4,13,2,,4,2,2,3
1596,unknown,8,11,unknown,unknown,2,15,1,1,4,14,2,4,8,,1,0,2,1,2,3,3,1,2,1,,1,3,1,0,1,4,14,2,,3,2,1,3
1597,unknown,8,11,unknown,unknown,2,15,1,1,99,14,2,2,1,,3,1,1,2,3,2,2,2,2,2,,2,3,1,0,1,5,14,2,,5,2,2,3
1598,unknown,8,11,unknown,unknown,2,17,0,1,4,14,2,4,2,,1,1,1,3,2,2,3,2,4,3,1,2,3,2,0,4,1,14,1,0,6,1,2,2
1599,unknown,8,11,unknown,unknown,1,15,1,1,4,12,2,2,1,,1,1,1,4,2,2,2,1,2,2,,2,3,2,0,1,3,12,1,,2,1,2,1
1600,unknown,8,11,unknown,unknown,1,16,1,1,4,13,2,2,3,2,99,1,1,1,1,2,3,1,1,2,2,1,3,2,0,2,4,13,1,1,2,99,2,1
1601,2,8,11,74,99,2,9,1,1,3,8,2,2,2,,1,1,1,1,1,3,2,1,1,1,1,1,3,1,0,1,3,8,1,99,1,1,2,7
1602,2,8,11,74,99,2,17,0,1,5,15,3,6,5,2,1,1,3,4,2,2,2,2,2,1,,2,3,2,0,1,2,15,1,,1,1,2,3
1603,2,8,11,74,99,1,12,1,1,4,10,3,4,1,,2,0,2,1,2,3,3,1,4,5,,4,4,2,1,2,3,10,1,,1,2,1,2
1604,2,8,11,74,99,2,13,1,1,4,11,4,4,1,,1,1,9,2,1,3,3,1,4,4,,1,4,2,0,3,2,11,3,,1,1,2,4
1605,2,8,11,74,99,1,13,1,1,4,10,3,4,1,,1,1,3,1,2,99,99,4,2,2,2,4,2,99,0,1,3,10,1,0,1,99,2,99
1606,2,8,11,74,99,2,15,1,1,4,12,3,2,2,,2,1,9,6,2,3,3,2,2,,,2,3,2,0,,,,,,,,,
1607,2,8,11,74,99,2,16,1,1,5,13,4,5,5,2,3,0,2,7,1,5,2,8,2,1,,2,3,1,0,1,1,13,1,,7,2,3,2
1608,2,8,11,74,99,2,17,0,1,5,11,3,5,2,,1,1,4,1,2,2,2,2,5,5,,6,3,2,0,4,4,11,1,,7,1,2,3
1609,2,8,11,74,99,1,15,1,1,4,14,2,4,2,,1,0,12,2,2,2,2,2,2,,,2,3,3,0,,,,,,,,,
1610,2,8,11,74,99,1,17,1,1,5,1,99,2,1,,3,99,1,99,3,99,99,99,99,1,2,1,1,1,99,1,99,1,0,99,16,99,1,99
1611,2,18,25,143,217,2,11,1,1,3,11,2,1,1,,1,0,2,1,3,1,2,1,1,,1,1,1,,0,,,,,0,,,,
1613,2,18,25,143,217,1,10,1,1,3,10,4,1,1,,1,1,3,2,1,3,4,1,1,1,1,4,1,,0,3,3,8,1,1,2,3,2,1
1615,2,18,25,143,217,2,14,1,1,4,12,3,1,1,,1,1,2,11,1,1,4,1,2,1,,4,4,1,0,2,3,12,1,,5,1,1,2
1616,unknown,18,25,unknown,unknown,2,12,1,1,3,10,3,1,1,,1,1,1,1,1,1,4,5,5,5,1,3,4,,1,4,4,10,1,0,5,1,2,3
1620,unknown,18,25,unknown,unknown,2,14,0,1,4,10,4,5,1,,1,1,6,9,2,3,3,5,5,5,,4,4,2,1,2,3,10,2,,8,2,2,3
1622,2,18,25,144,218,1,10,1,1,3,10,2,1,1,,1,0,1,1,3,2,1,2,2,,,1,1,,99,,,,,,,,,
1623,2,18,25,144,218,2,16,1,1,5,16,2,4,3,2,2,1,12,4,2,3,2,4,2,4,,1,1,1,0,1,1,15,2,,4,2,1,3
1627,unknown,18,25,unknown,unknown,1,11,1,1,3,11,2,1,1,,1,1,2,2,2,2,2,1,99,99,99,99,99,99,0,1,3,11,1,0,1,1,1,99
1629,unknown,18,25,unknown,unknown,2,13,1,1,3,10,1,1,1,,1,0,2,2,2,2,99,99,99,99,99,99,99,99,0,99,3,10,1,99,1,1,1,99
1631,2,18,25,145,219,2,11,1,1,3,8,2,1,1,,1,1,4,3,2,3,2,3,3,,1,1,1,1,0,,,,,99,,,,
1632,2,18,25,145,219,1,14,0,1,4,12,2,1,1,,1,0,2,1,2,1,2,3,2,3,1,1,4,,0,1,3,12,1,0,2,4,2,5
1633,2,18,25,145,219,2,16,1,1,5,14,4,5,1,,1,1,5,7,1,2,3,2,2,2,,2,3,2,0,5,1,14,2,,14,2,2,7
1634,2,18,25,145,219,1,16,1,1,5,11,2,5,1,,1,1,4,1,2,3,1,4,4,1,,1,4,1,0,4,1,15,1,,3,1,2,3
1635,2,18,25,145,219,2,15,1,1,4,11,3,1,1,,1,1,3,1,1,3,1,1,99,1,,99,4,,0,1,1,11,1,,9,1,2,3
1636,2,18,25,145,219,2,13,1,1,4,12,2,1,1,,1,0,2,3,1,2,3,4,4,1,1,99,1,1,0,1,2,12,2,1,2,1,1,3
1661,2,18,25,148,222,2,15,0,1,4,13,3,5,1,,1,1,3,9,1,4,3,3,6,6,3,3,4,1,0,4,1,16,5,0,8,3,2,4
1662,2,18,25,148,222,1,11,0,1,3,11,2,1,1,,1,0,1,1,2,3,1,4,1,1,,1,1,1,0,1,99,99,0,,99,99,99,99
1663,2,18,25,148,222,2,16,1,1,5,11,4,5,1,,1,1,9,10,2,4,5,7,4,1,,4,4,1,1,4,1,11,1,,12,2,2,3
1664,2,18,25,148,222,1,15,1,1,3,14,3,1,1,,1,1,1,1,1,2,1,1,99,,99,1,1,,0,,,,,0,,,,
1665,2,18,25,148,222,1,10,1,1,3,8,4,1,1,,1,1,1,2,1,1,1,2,1,1,1,1,1,1,0,1,99,99,0,99,99,99,99,99
1666,2,18,25,148,222,2,13,0,1,4,11,2,1,1,,1,1,1,2,1,3,1,2,1,1,,99,1,1,0,1,3,12,2,,4,3,1,1
1671,2,18,25,149,223,1,16,1,1,5,16,2,1,1,,1,1,1,4,2,2,2,3,4,1,,1,4,1,0,1,1,16,1,,4,2,2,3
1672,2,18,25,149,223,1,14,1,1,4,13,2,1,1,,1,0,1,2,2,3,3,2,3,1,1,1,1,,0,3,99,99,99,0,99,99,99,99
1673,2,18,25,149,223,2,17,1,1,5,14,2,3,2,,1,0,1,1,2,2,3,3,4,2,1,2,3,3,0,5,4,14,5,0,5,3,2,5
